booking_id,guest_id,room_id,check_in,check_out,stay_days,total_amount
2747,2272,72,2023-04-29,2023-05-05,6,30000
2748,2067,128,2023-12-01,2023-12-03,2,15000
2749,1790,181,2023-10-17,2023-10-18,1,3500
2750,3124,175,2023-11-28,2023-12-02,4,14000
2751,1377,135,2023-09-30,2023-10-04,4,30000
2752,1,63,2023-12-22,2023-12-29,7,70000
2753,226,167,2023-09-14,2023-09-21,7,24500
2754,845,121,2023-12-15,2023-12-20,5,50000
2755,3031,193,2023-10-02,2023-10-04,2,5000
2756,2552,161,2023-07-16,2023-07-19,3,15000
2757,3292,101,2023-07-13,2023-07-17,4,10000
2758,969,119,2023-11-20,2023-11-23,3,30000
2759,3254,57,2023-04-11,2023-04-13,2,15000
2760,543,180,2023-01-16,2023-01-19,3,10500
2761,3360,138,2023-07-23,2023-07-25,2,15000
2762,3294,75,2023-10-20,2023-10-24,4,40000
2763,2556,148,2023-11-09,2023-11-10,1,3500
2764,1736,15,2023-12-13,2023-12-14,1,5000
2765,3177,63,2023-06-20,2023-06-25,5,50000
2766,1917,163,2023-09-16,2023-09-20,4,20000
2767,3441,176,2023-07-28,2023-07-29,1,3500
2768,2015,190,2023-09-13,2023-09-16,3,30000
2769,865,21,2023-05-17,2023-05-19,2,15000
2770,2026,121,2023-10-05,2023-10-07,2,20000
2771,728,56,2023-09-03,2023-09-07,4,14000
2772,1153,65,2023-03-26,2023-03-30,4,14000
2773,660,176,2023-07-10,2023-07-11,1,3500
2774,3290,51,2023-12-13,2023-12-14,1,3500
2775,1945,74,2023-12-08,2023-12-09,1,10000
2776,2759,192,2023-12-06,2023-12-10,4,40000
2777,2287,104,2023-12-19,2023-12-26,7,17500
2778,2830,34,2023-10-27,2023-11-01,5,50000
2779,2257,35,2023-05-01,2023-05-02,1,3500
2780,2363,36,2023-12-11,2023-12-15,4,14000
2781,2963,42,2023-07-16,2023-07-19,3,30000
2782,1131,39,2023-08-02,2023-08-06,4,40000
2783,2060,83,2023-07-26,2023-07-30,4,20000
2784,1150,63,2023-08-12,2023-08-14,2,20000
2785,1009,51,2023-10-20,2023-10-22,2,7000
2786,752,97,2023-03-05,2023-03-07,2,20000
2787,1661,189,2023-08-05,2023-08-10,5,25000
2788,2157,5,2023-12-10,2023-12-15,5,12500
2789,1984,59,2023-04-09,2023-04-14,5,37500
2790,3068,126,2023-05-08,2023-05-15,7,24500
2791,1650,21,2023-12-17,2023-12-22,5,37500
2792,2479,175,2023-10-22,2023-10-26,4,14000
2793,2426,132,2023-11-05,2023-11-10,5,37500
2794,2257,159,2023-01-18,2023-01-19,1,7500
2795,986,1,2023-12-03,2023-12-08,5,37500
2796,2488,178,2023-06-12,2023-06-14,2,5000
2797,1060,79,2023-12-13,2023-12-19,6,60000
2798,1644,189,2023-11-12,2023-11-15,3,15000
2799,20,164,2023-12-06,2023-12-13,7,52500
2800,62,131,2023-09-21,2023-09-28,7,17500
2801,1627,133,2023-09-21,2023-09-28,7,35000
2802,2390,163,2023-11-15,2023-11-21,6,30000
2803,282,118,2023-04-06,2023-04-09,3,22500
2804,1799,164,2023-09-05,2023-09-12,7,52500
2805,665,94,2023-08-14,2023-08-19,5,37500
2806,2845,95,2023-10-29,2023-10-30,1,2500
2807,3219,132,2023-12-04,2023-12-07,3,22500
2808,694,192,2023-08-05,2023-08-07,2,20000
2809,1255,22,2023-12-02,2023-12-04,2,10000
2810,2340,20,2023-12-20,2023-12-23,3,30000
2811,3448,158,2023-08-11,2023-08-13,2,10000
2812,2787,26,2023-10-30,2023-11-04,5,25000
2813,1221,130,2023-11-17,2023-11-21,4,40000
2814,1214,34,2023-08-25,2023-08-31,6,60000
2815,1592,55,2023-11-21,2023-11-23,2,5000
2816,3481,84,2023-10-24,2023-10-29,5,50000
2817,1422,188,2023-05-26,2023-05-30,4,40000
2818,427,190,2023-09-21,2023-09-26,5,50000
2819,3330,182,2023-12-27,2023-12-28,1,5000
2820,2999,94,2023-09-21,2023-09-27,6,45000
2821,2483,170,2023-11-18,2023-11-21,3,22500
2822,2981,123,2023-11-23,2023-11-30,7,52500
2823,3047,139,2023-04-19,2023-04-26,7,52500
2824,2933,80,2023-09-23,2023-09-28,5,17500
2825,2743,4,2023-12-01,2023-12-07,6,30000
2826,2365,111,2023-12-15,2023-12-18,3,10500
2827,3205,100,2023-12-18,2023-12-23,5,37500
2828,2962,172,2023-12-24,2023-12-31,7,52500
2829,350,149,2023-11-26,2023-12-02,6,15000
2830,3127,105,2023-08-18,2023-08-23,5,37500
2831,2378,158,2023-10-14,2023-10-18,4,20000
2832,85,173,2023-09-29,2023-10-06,7,17500
2833,1359,84,2023-10-14,2023-10-21,7,70000
2834,1157,124,2023-08-28,2023-09-03,6,15000
2835,350,26,2023-07-11,2023-07-16,5,25000
2836,1885,197,2023-05-04,2023-05-09,5,17500
2837,984,20,2023-12-15,2023-12-19,4,40000
2838,1737,149,2023-05-15,2023-05-22,7,17500
2839,701,26,2023-05-02,2023-05-04,2,10000
2840,395,165,2023-03-05,2023-03-08,3,15000
2841,2910,83,2023-08-06,2023-08-12,6,30000
2842,1469,87,2023-11-15,2023-11-18,3,22500
2843,963,156,2023-11-23,2023-11-29,6,21000
2844,2746,182,2023-07-05,2023-07-11,6,30000
2845,1742,142,2023-11-19,2023-11-22,3,15000
2846,1777,8,2023-12-01,2023-12-04,3,22500
2847,288,95,2023-08-06,2023-08-07,1,2500
2848,331,45,2023-11-20,2023-11-23,3,30000
2849,2552,19,2023-07-10,2023-07-15,5,37500
2850,2227,165,2023-11-29,2023-11-30,1,5000
2851,767,180,2023-12-05,2023-12-08,3,10500
2852,2291,96,2023-11-11,2023-11-17,6,21000
2853,632,131,2023-12-10,2023-12-15,5,12500
2854,1195,157,2023-12-07,2023-12-09,2,7000
2855,159,191,2023-06-24,2023-06-26,2,15000
2856,1018,82,2023-08-25,2023-09-01,7,52500
2857,112,48,2023-05-12,2023-05-19,7,24500
2858,376,60,2023-12-13,2023-12-16,3,7500
2859,1920,3,2023-10-13,2023-10-17,4,30000
2860,2090,9,2023-11-11,2023-11-12,1,2500
2861,1812,142,2023-07-13,2023-07-17,4,20000
2862,3099,43,2023-09-10,2023-09-16,6,45000
2863,1544,86,2023-12-17,2023-12-21,4,20000
2864,1674,113,2023-10-11,2023-10-12,1,2500
2865,3060,21,2023-12-20,2023-12-24,4,30000
2866,2232,36,2023-07-28,2023-08-03,6,21000
2867,2047,73,2023-12-28,2023-12-29,1,3500
2868,3222,1,2023-04-12,2023-04-13,1,7500
2869,805,72,2023-05-15,2023-05-20,5,25000
2870,84,43,2023-06-19,2023-06-25,6,45000
2871,1994,25,2023-11-23,2023-11-30,7,52500
2872,2453,169,2023-12-06,2023-12-08,2,10000
2873,1578,2,2023-11-07,2023-11-12,5,37500
2874,2574,113,2023-03-23,2023-03-30,7,17500
2875,1301,152,2023-11-11,2023-11-13,2,5000
2876,1965,192,2023-10-16,2023-10-18,2,20000
2877,1184,57,2023-12-27,2023-12-28,1,7500
2878,1655,181,2023-06-17,2023-06-21,4,14000
2879,3218,163,2023-12-06,2023-12-09,3,15000
2880,2137,10,2023-12-18,2023-12-22,4,14000
2881,2419,195,2023-12-07,2023-12-14,7,52500
2882,2440,125,2023-12-23,2023-12-27,4,14000
2883,1990,189,2023-10-29,2023-10-30,1,5000
2884,29,106,2023-12-10,2023-12-17,7,70000
2885,2741,162,2023-06-20,2023-06-27,7,70000
2886,3366,185,2023-12-16,2023-12-18,2,15000
2887,524,35,2023-11-18,2023-11-23,5,17500
2888,1269,110,2023-07-29,2023-08-05,7,52500
2889,2631,143,2023-12-15,2023-12-21,6,60000
2890,239,68,2023-11-20,2023-11-23,3,15000
2891,1558,155,2023-06-04,2023-06-11,7,52500
2892,3452,44,2023-08-07,2023-08-13,6,30000
2893,3050,9,2023-02-19,2023-02-23,4,10000
2894,585,143,2023-11-08,2023-11-10,2,20000
2895,220,115,2023-10-20,2023-10-21,1,7500
2896,2576,75,2023-09-20,2023-09-21,1,10000
2897,2122,18,2023-09-15,2023-09-17,2,15000
2898,515,59,2023-06-13,2023-06-19,6,45000
2899,576,70,2023-12-24,2023-12-30,6,15000
2900,903,159,2023-09-09,2023-09-11,2,15000
2901,2806,81,2023-10-25,2023-10-28,3,22500
2902,3357,113,2023-12-09,2023-12-11,2,5000
2903,204,25,2023-12-04,2023-12-05,1,7500
2904,69,4,2023-12-25,2023-12-26,1,5000
2905,2288,105,2023-12-15,2023-12-22,7,52500
2906,1923,117,2023-11-07,2023-11-09,2,15000
2907,657,188,2023-12-22,2023-12-24,2,20000
2908,344,24,2023-12-21,2023-12-28,7,52500
2909,928,105,2023-05-21,2023-05-23,2,15000
2910,1596,115,2023-07-05,2023-07-10,5,37500
2911,931,197,2023-10-02,2023-10-05,3,10500
2912,1287,6,2023-12-01,2023-12-02,1,5000
2913,1594,177,2023-12-07,2023-12-13,6,45000
2914,1374,200,2023-10-20,2023-10-26,6,15000
2915,3015,198,2023-12-09,2023-12-16,7,70000
2916,217,111,2023-08-08,2023-08-12,4,14000
2917,2723,119,2023-11-01,2023-11-02,1,10000
2918,2356,142,2023-12-08,2023-12-13,5,25000
2919,392,104,2023-06-03,2023-06-08,5,12500
2920,932,179,2023-09-29,2023-10-04,5,17500
2921,1248,124,2023-10-27,2023-10-30,3,7500
2922,524,52,2023-12-07,2023-12-14,7,35000
2923,2705,127,2023-11-24,2023-11-27,3,10500
2924,2119,17,2023-12-13,2023-12-16,3,30000
2925,1309,22,2023-06-24,2023-06-30,6,30000
2926,2923,178,2023-12-12,2023-12-14,2,5000
2927,837,158,2023-06-11,2023-06-18,7,35000
2928,725,120,2023-12-19,2023-12-25,6,60000
2929,303,149,2023-08-30,2023-09-06,7,17500
2930,708,149,2023-08-09,2023-08-10,1,2500
2931,399,17,2023-12-20,2023-12-23,3,30000
2932,595,50,2023-08-01,2023-08-03,2,20000
2933,3334,109,2023-02-18,2023-02-24,6,21000
2934,1653,118,2023-11-01,2023-11-08,7,52500
2935,3021,179,2023-12-21,2023-12-22,1,3500
2936,397,171,2023-10-08,2023-10-15,7,17500
2937,1396,131,2023-05-23,2023-05-24,1,2500
2938,685,101,2023-12-24,2023-12-30,6,15000
2939,2263,29,2023-05-02,2023-05-05,3,30000
2940,2102,27,2023-10-26,2023-10-31,5,25000
2941,616,45,2023-11-20,2023-11-27,7,70000
2942,1567,164,2023-10-17,2023-10-22,5,37500
2943,3267,36,2023-10-31,2023-11-05,5,17500
2944,3279,52,2023-07-11,2023-07-17,6,30000
2945,379,138,2023-12-08,2023-12-15,7,52500
2946,1008,145,2023-11-12,2023-11-16,4,20000
2947,2601,143,2023-11-08,2023-11-14,6,60000
2948,698,50,2023-11-11,2023-11-15,4,40000
2949,959,186,2023-11-05,2023-11-09,4,30000
2950,2669,118,2023-12-18,2023-12-25,7,52500
2951,1792,44,2023-09-07,2023-09-11,4,20000
2952,835,18,2023-10-11,2023-10-14,3,22500
2953,1533,60,2023-08-11,2023-08-12,1,2500
2954,2831,73,2023-11-02,2023-11-05,3,10500
2955,1072,72,2023-07-16,2023-07-21,5,25000
2956,897,135,2023-06-18,2023-06-25,7,52500
2957,786,12,2023-10-15,2023-10-21,6,30000
2958,3169,7,2023-12-03,2023-12-04,1,5000
2959,259,107,2023-04-05,2023-04-11,6,21000
2960,3039,102,2023-08-20,2023-08-27,7,35000
2961,2475,91,2023-07-30,2023-08-06,7,52500
2962,2966,61,2023-06-22,2023-06-27,5,12500
2963,3381,26,2023-11-21,2023-11-25,4,20000
2964,2184,21,2023-12-03,2023-12-06,3,22500
2965,2079,155,2023-08-04,2023-08-05,1,7500
2966,1121,161,2023-12-14,2023-12-17,3,15000
2967,287,117,2023-12-16,2023-12-20,4,30000
2968,3148,145,2023-08-06,2023-08-08,2,10000
2969,498,80,2023-01-04,2023-01-06,2,7000
2970,2414,28,2023-07-24,2023-07-26,2,10000
2971,273,58,2023-11-18,2023-11-20,2,5000
2972,3359,194,2023-12-18,2023-12-24,6,15000
2973,19,81,2023-12-30,2023-12-31,1,7500
2974,3179,55,2023-12-29,2023-12-30,1,2500
2975,412,112,2023-12-23,2023-12-26,3,15000
2976,2546,178,2023-08-19,2023-08-23,4,10000
2977,515,180,2023-10-01,2023-10-06,5,17500
2978,1829,15,2023-11-15,2023-11-21,6,30000
2979,1999,120,2023-12-18,2023-12-22,4,40000
2980,1831,133,2023-03-18,2023-03-20,2,10000
2981,1657,90,2023-12-24,2023-12-30,6,15000
2982,1204,89,2023-12-22,2023-12-23,1,10000
2983,2698,10,2023-12-26,2023-12-27,1,3500
2984,3273,62,2023-12-15,2023-12-18,3,15000
2985,3291,60,2023-10-25,2023-10-28,3,7500
2986,550,134,2023-12-02,2023-12-07,5,12500
2987,2550,133,2023-05-14,2023-05-16,2,10000
2988,2110,23,2023-12-14,2023-12-18,4,30000
2989,1582,147,2023-10-06,2023-10-13,7,35000
2990,2868,24,2023-08-09,2023-08-10,1,7500
2991,1198,64,2023-12-24,2023-12-31,7,52500
2992,1692,178,2023-12-26,2023-12-27,1,2500
2993,3067,64,2023-03-29,2023-04-01,3,22500
2994,2949,182,2023-10-26,2023-10-28,2,10000
2995,968,125,2023-12-23,2023-12-24,1,3500
2996,2508,121,2023-10-27,2023-11-02,6,60000
2997,1580,15,2023-12-18,2023-12-19,1,5000
2998,51,53,2023-06-18,2023-06-22,4,40000
2999,3053,77,2023-10-20,2023-10-23,3,22500
3000,205,70,2023-12-13,2023-12-18,5,12500
3001,2156,108,2023-09-11,2023-09-14,3,15000
3002,135,90,2023-07-09,2023-07-10,1,2500
3003,3370,151,2023-06-05,2023-06-11,6,21000
3004,1385,79,2023-05-10,2023-05-15,5,50000
3005,1552,96,2023-10-15,2023-10-17,2,7000
3006,404,46,2023-10-14,2023-10-21,7,70000
3007,2903,94,2023-12-09,2023-12-12,3,22500
3008,2990,111,2023-12-13,2023-12-14,1,3500
3009,2921,22,2023-10-27,2023-10-31,4,20000
3010,2005,173,2023-11-05,2023-11-11,6,15000
3011,502,65,2023-12-19,2023-12-20,1,3500
3012,3332,131,2023-10-12,2023-10-19,7,17500
3013,930,20,2023-12-25,2023-12-26,1,10000
3014,2263,54,2023-09-28,2023-10-04,6,15000
3015,3481,15,2023-11-06,2023-11-13,7,35000
3016,1218,185,2023-08-04,2023-08-11,7,52500
3017,2228,163,2023-12-05,2023-12-11,6,30000
3018,2907,14,2023-12-27,2023-12-28,1,5000
3019,2147,33,2023-10-24,2023-10-25,1,2500
3020,34,19,2023-07-24,2023-07-26,2,15000
3021,1284,164,2023-12-19,2023-12-21,2,15000
3022,3488,137,2023-09-08,2023-09-10,2,20000
3023,1603,116,2023-10-04,2023-10-06,2,5000
3024,2494,186,2023-08-24,2023-08-27,3,22500
3025,2794,176,2023-08-13,2023-08-18,5,17500
3026,2627,4,2023-12-03,2023-12-08,5,25000
3027,2601,121,2023-10-14,2023-10-21,7,70000
3028,86,63,2023-11-01,2023-11-06,5,50000
3029,2046,31,2023-07-24,2023-07-26,2,5000
3030,2155,103,2023-07-07,2023-07-11,4,14000
3031,651,86,2023-02-14,2023-02-16,2,10000
3032,3136,122,2023-05-02,2023-05-04,2,7000
3033,2933,129,2023-12-19,2023-12-26,7,17500
3034,2403,112,2023-07-25,2023-08-01,7,35000
3035,3105,4,2023-08-21,2023-08-24,3,15000
3036,1972,9,2023-10-12,2023-10-18,6,15000
3037,392,133,2023-08-17,2023-08-24,7,35000
3038,1153,15,2023-05-26,2023-05-28,2,10000
3039,2982,170,2023-10-27,2023-11-02,6,45000
3040,1973,26,2023-03-07,2023-03-14,7,35000
3041,488,123,2023-03-11,2023-03-17,6,45000
3042,406,26,2023-09-05,2023-09-09,4,20000
3043,364,111,2023-05-21,2023-05-28,7,24500
3044,1659,36,2023-07-14,2023-07-15,1,3500
3045,2864,26,2023-09-22,2023-09-27,5,25000
3046,2712,128,2023-12-12,2023-12-17,5,37500
3047,2706,15,2023-09-21,2023-09-27,6,30000
3048,171,159,2023-03-14,2023-03-19,5,37500
3049,2453,120,2023-12-21,2023-12-23,2,20000
3050,2492,178,2023-12-04,2023-12-09,5,12500
3051,1327,34,2023-03-28,2023-03-30,2,20000
3052,1219,94,2023-07-13,2023-07-17,4,30000
3053,2298,147,2023-11-20,2023-11-24,4,20000
3054,1278,143,2023-09-19,2023-09-24,5,50000
3055,2811,142,2023-07-13,2023-07-15,2,10000
3056,2653,124,2023-07-09,2023-07-15,6,15000
3057,945,151,2023-12-07,2023-12-13,6,21000
3058,334,20,2023-09-07,2023-09-11,4,40000
3059,355,173,2023-08-21,2023-08-23,2,5000
3060,1897,173,2023-07-07,2023-07-12,5,12500
3061,3011,109,2023-07-02,2023-07-04,2,7000
3062,1620,182,2023-11-29,2023-12-06,7,35000
3063,3121,32,2023-12-23,2023-12-25,2,5000
3064,129,191,2023-12-09,2023-12-12,3,22500
3065,2867,199,2023-12-10,2023-12-15,5,37500
3066,369,65,2023-12-31,2024-01-01,1,3500
3067,526,93,2023-07-27,2023-08-02,6,21000
3068,1304,65,2023-11-01,2023-11-03,2,7000
3069,3341,142,2023-11-04,2023-11-06,2,10000
3070,2728,151,2023-12-03,2023-12-10,7,24500
3071,2887,170,2023-12-21,2023-12-23,2,15000
3072,2895,73,2023-08-29,2023-08-30,1,3500
3073,1918,52,2023-09-06,2023-09-13,7,35000
3074,1170,152,2023-11-04,2023-11-08,4,10000
3075,663,21,2023-06-27,2023-06-29,2,15000
3076,3144,162,2023-12-05,2023-12-10,5,50000
3077,1951,68,2023-11-02,2023-11-09,7,35000
3078,3053,147,2023-10-12,2023-10-15,3,15000
3079,2669,72,2023-12-12,2023-12-17,5,25000
3080,2625,134,2023-09-11,2023-09-17,6,15000
3081,667,79,2023-11-22,2023-11-24,2,20000
3082,512,121,2023-11-23,2023-11-24,1,10000
3083,600,68,2023-12-30,2023-12-31,1,5000
3084,2220,101,2023-03-04,2023-03-11,7,17500
3085,1318,138,2023-06-24,2023-06-26,2,15000
3086,1243,134,2023-11-05,2023-11-11,6,15000
3087,2100,15,2023-07-18,2023-07-24,6,30000
3088,2744,104,2023-12-09,2023-12-12,3,7500
3089,826,192,2023-12-23,2023-12-30,7,70000
3090,1311,194,2023-09-01,2023-09-03,2,5000
3091,1037,146,2023-12-01,2023-12-08,7,17500
3092,715,141,2023-12-09,2023-12-14,5,12500
3093,3224,57,2023-08-14,2023-08-20,6,45000
3094,3205,163,2023-12-06,2023-12-13,7,35000
3095,1101,69,2023-12-07,2023-12-13,6,21000
3096,318,22,2023-11-05,2023-11-06,1,5000
3097,3226,125,2023-02-12,2023-02-17,5,17500
3098,1334,86,2023-09-21,2023-09-24,3,15000
3099,3292,38,2023-06-16,2023-06-23,7,17500
3100,1934,73,2023-09-19,2023-09-26,7,24500
3101,2732,125,2023-05-02,2023-05-03,1,3500
3102,2832,15,2023-08-21,2023-08-22,1,5000
3103,2691,195,2023-08-16,2023-08-17,1,7500
3104,1405,113,2023-12-31,2024-01-01,1,2500
3105,2804,166,2023-08-03,2023-08-04,1,2500
3106,1242,103,2023-07-20,2023-07-24,4,14000
3107,1398,158,2023-12-25,2023-12-26,1,5000
3108,3435,55,2023-02-09,2023-02-14,5,12500
3109,1364,90,2023-11-15,2023-11-16,1,2500
3110,2953,41,2023-11-16,2023-11-20,4,14000
3111,1162,6,2023-11-16,2023-11-19,3,15000
3112,2740,41,2023-01-18,2023-01-20,2,7000
3113,783,145,2023-09-15,2023-09-19,4,20000
3114,85,200,2023-02-06,2023-02-08,2,5000
3115,754,138,2023-11-15,2023-11-19,4,30000
3116,2456,19,2023-12-21,2023-12-24,3,22500
3117,554,140,2023-10-31,2023-11-07,7,17500
3118,1620,134,2023-07-24,2023-07-26,2,5000
3119,810,194,2023-03-07,2023-03-08,1,2500
3120,3035,170,2023-10-17,2023-10-18,1,7500
3121,3217,157,2023-08-31,2023-09-02,2,7000
3122,2636,177,2023-08-17,2023-08-23,6,45000
3123,3089,66,2023-12-24,2023-12-29,5,12500
3124,1147,182,2023-09-11,2023-09-12,1,5000
3125,3318,91,2023-11-09,2023-11-12,3,22500
3126,2415,82,2023-06-06,2023-06-12,6,45000
3127,1100,15,2023-12-05,2023-12-12,7,35000
3128,1970,184,2023-11-21,2023-11-22,1,2500
3129,2312,110,2023-11-17,2023-11-20,3,22500
3130,1224,185,2023-04-23,2023-04-29,6,45000
3131,1795,99,2023-12-12,2023-12-15,3,10500
3132,1821,10,2023-06-01,2023-06-07,6,21000
3133,1822,94,2023-11-16,2023-11-17,1,7500
3134,2136,63,2023-12-02,2023-12-09,7,70000
3135,1483,74,2023-10-03,2023-10-07,4,40000
3136,1660,13,2023-12-18,2023-12-24,6,15000
3137,3067,121,2023-09-01,2023-09-06,5,50000
3138,1102,109,2023-02-18,2023-02-23,5,17500
3139,792,79,2023-09-19,2023-09-20,1,10000
3140,982,162,2023-12-21,2023-12-24,3,30000
3141,2432,119,2023-09-01,2023-09-02,1,10000
3142,3453,200,2023-06-29,2023-07-01,2,5000
3143,533,10,2023-12-19,2023-12-20,1,3500
3144,1336,38,2023-10-01,2023-10-02,1,2500
3145,1136,175,2023-03-12,2023-03-18,6,21000
3146,1986,171,2023-12-24,2023-12-28,4,10000
3147,2261,124,2023-09-17,2023-09-22,5,12500
3148,624,85,2023-11-18,2023-11-19,1,2500
3149,3390,90,2023-12-21,2023-12-24,3,7500
3150,2946,137,2023-10-17,2023-10-18,1,10000
3151,2093,146,2023-11-16,2023-11-17,1,2500
3152,554,41,2023-09-04,2023-09-06,2,7000
3153,3069,186,2023-12-11,2023-12-13,2,15000
3154,1315,166,2023-10-06,2023-10-09,3,7500
3155,3113,99,2023-12-16,2023-12-22,6,21000
3156,1480,79,2023-09-21,2023-09-24,3,30000
3157,488,106,2023-07-15,2023-07-20,5,50000
3158,477,122,2023-10-01,2023-10-06,5,17500
3159,2857,170,2023-05-01,2023-05-06,5,37500
3160,3170,73,2023-09-14,2023-09-15,1,3500
3161,2056,172,2023-12-03,2023-12-06,3,22500
3162,3341,19,2023-11-02,2023-11-03,1,7500
3163,464,100,2023-08-14,2023-08-20,6,45000
3164,1182,66,2023-12-21,2023-12-24,3,7500
3165,571,53,2023-12-19,2023-12-20,1,10000
3166,783,121,2023-09-19,2023-09-24,5,50000
3167,2144,114,2023-11-23,2023-11-27,4,40000
3168,2050,68,2023-06-17,2023-06-22,5,25000
3169,1048,112,2023-12-04,2023-12-09,5,25000
3170,1572,2,2023-09-04,2023-09-05,1,7500
3171,2322,177,2023-11-08,2023-11-10,2,15000
3172,527,145,2023-12-06,2023-12-08,2,10000
3173,3270,93,2023-09-19,2023-09-21,2,7000
3174,2066,64,2023-10-01,2023-10-03,2,15000
3175,1894,172,2023-02-13,2023-02-16,3,22500
3176,141,52,2023-09-28,2023-10-03,5,25000
3177,450,34,2023-04-24,2023-05-01,7,70000
3178,870,192,2023-12-01,2023-12-05,4,40000
3179,393,74,2023-09-19,2023-09-21,2,20000
3180,2792,39,2023-09-30,2023-10-02,2,20000
3181,1036,79,2023-08-20,2023-08-24,4,40000
3182,388,36,2023-11-20,2023-11-22,2,7000
3183,2028,98,2023-12-15,2023-12-22,7,24500
3184,3110,44,2023-07-13,2023-07-14,1,5000
3185,892,26,2023-10-10,2023-10-14,4,20000
3186,453,97,2023-07-06,2023-07-11,5,50000
3187,262,37,2023-11-20,2023-11-21,1,2500
3188,2293,123,2023-07-21,2023-07-23,2,15000
3189,2549,175,2023-08-19,2023-08-23,4,14000
3190,1861,66,2023-11-06,2023-11-09,3,7500
3191,2779,117,2023-09-28,2023-10-03,5,37500
3192,236,130,2023-10-30,2023-11-06,7,70000
3193,1838,185,2023-10-12,2023-10-18,6,45000
3194,3023,77,2023-12-09,2023-12-14,5,37500
3195,1493,150,2023-11-15,2023-11-16,1,7500
3196,1837,91,2023-08-31,2023-09-01,1,7500
3197,2733,35,2023-09-15,2023-09-20,5,17500
3198,3355,198,2023-02-16,2023-02-23,7,70000
3199,3413,146,2023-12-15,2023-12-22,7,17500
3200,1770,154,2023-08-10,2023-08-17,7,52500
3201,28,167,2023-12-16,2023-12-21,5,17500
3202,1231,18,2023-12-25,2023-12-26,1,7500
3203,1127,70,2023-07-15,2023-07-18,3,7500
3204,2720,148,2023-09-16,2023-09-19,3,10500
3205,837,126,2023-09-07,2023-09-13,6,21000
3206,2197,111,2023-04-24,2023-04-26,2,7000
3207,2274,140,2023-07-17,2023-07-21,4,10000
3208,1753,162,2023-12-23,2023-12-29,6,60000
3209,1867,159,2023-11-15,2023-11-17,2,15000
3210,792,65,2023-05-16,2023-05-17,1,3500
3211,3228,164,2023-11-21,2023-11-27,6,45000
3212,1858,67,2023-12-10,2023-12-17,7,70000
3213,1840,70,2023-05-10,2023-05-13,3,7500
3214,3248,65,2023-09-27,2023-10-03,6,21000
3215,1279,63,2023-12-12,2023-12-15,3,30000
3216,2240,73,2023-07-26,2023-08-01,6,21000
3217,2789,178,2023-05-18,2023-05-19,1,2500
3218,245,7,2023-09-19,2023-09-23,4,20000
3219,3249,134,2023-08-10,2023-08-15,5,12500
3220,2959,128,2023-12-17,2023-12-19,2,15000
3221,2232,105,2023-10-04,2023-10-07,3,22500
3222,2372,160,2023-11-25,2023-12-01,6,45000
3223,2973,66,2023-09-30,2023-10-06,6,15000
3224,283,60,2023-11-02,2023-11-06,4,10000
3225,2022,36,2023-05-15,2023-05-18,3,10500
3226,3373,149,2023-12-28,2023-12-29,1,2500
3227,1943,155,2023-08-04,2023-08-07,3,22500
3228,1833,26,2023-08-29,2023-09-02,4,20000
3229,3295,80,2023-05-20,2023-05-22,2,7000
3230,614,176,2023-08-21,2023-08-26,5,17500
3231,1481,167,2023-12-13,2023-12-16,3,10500
3232,3475,64,2023-11-22,2023-11-25,3,22500
3233,332,62,2023-09-14,2023-09-15,1,5000
3234,740,89,2023-12-08,2023-12-15,7,70000
3235,42,117,2023-09-08,2023-09-14,6,45000
3236,3461,81,2023-06-29,2023-07-06,7,52500
3237,3349,50,2023-10-05,2023-10-07,2,20000
3238,720,194,2023-12-21,2023-12-22,1,2500
3239,1721,30,2023-08-02,2023-08-07,5,17500
3240,1072,87,2023-04-13,2023-04-19,6,45000
3241,451,130,2023-09-28,2023-10-03,5,50000
3242,3164,82,2023-12-16,2023-12-23,7,52500
3243,1686,105,2023-12-21,2023-12-28,7,52500
3244,997,160,2023-12-18,2023-12-22,4,30000
3245,1180,120,2023-11-06,2023-11-12,6,60000
3246,2902,117,2023-11-15,2023-11-19,4,30000
3247,1655,199,2023-09-27,2023-10-01,4,30000
3248,3238,75,2023-11-10,2023-11-12,2,20000
3249,3344,179,2023-12-24,2023-12-27,3,10500
3250,2704,87,2023-10-08,2023-10-11,3,22500
3251,2892,40,2023-12-07,2023-12-09,2,5000
3252,2812,102,2023-12-11,2023-12-15,4,20000
3253,1432,93,2023-10-20,2023-10-22,2,7000
3254,980,82,2023-12-04,2023-12-06,2,15000
3255,1538,65,2023-10-18,2023-10-20,2,7000
3256,1321,169,2023-12-08,2023-12-11,3,15000
3257,2071,38,2023-09-13,2023-09-16,3,7500
3258,2366,140,2023-09-21,2023-09-28,7,17500
3259,855,193,2023-12-23,2023-12-29,6,15000
3260,3078,75,2023-11-30,2023-12-04,4,40000
3261,1117,10,2023-04-20,2023-04-25,5,17500
3262,294,129,2023-10-18,2023-10-19,1,2500
3263,2751,161,2023-09-10,2023-09-15,5,25000
3264,287,21,2023-10-15,2023-10-21,6,45000
3265,450,35,2023-07-15,2023-07-18,3,10500
3266,2704,184,2023-05-18,2023-05-21,3,7500
3267,2875,178,2023-07-11,2023-07-15,4,10000
3268,253,140,2023-10-31,2023-11-04,4,10000
